Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.unicom.json	64146	-	0	0	0	0	0	0	15	48	0	0	0	0	0	0	0	2	0	0	243	186	0	0	0	7	0	1
fsh-generated/resources/AdministrableProductDefinition-Agen-5mg-Tablet-EE-APD.json	1122	9	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0
fsh-generated/resources/AdministrableProductDefinition-CanifugCremolum-100mg-Pessary-EE-APD.json	1155	9	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0
fsh-generated/resources/AdministrableProductDefinition-CanifugCremolum-10mg1g-Cream-EE-APD.json	1150	3	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0
fsh-generated/resources/AdministrableProductDefinition-Cefuroxime-MIP-1500mg-EE-APD.json	1172	4	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0
fsh-generated/resources/Bundle-001-Agen5mg-EE-FullProduct.json	19622	34	0	0	0	0	1	0	2	423	0	0	0	0	0	0	0	0	0	0	80	36	0	0	0	0	0	0
fsh-generated/resources/Bundle-002-Agen10mg-EE-FullProduct.json	19731	12	0	0	0	0	0	0	2	108	0	0	0	0	0	0	0	0	0	0	78	39	0	0	0	0	0	0
fsh-generated/resources/Bundle-003-CefuroximStragen-1-5g-Powder-SE-FullProduct.json	17056	15	0	0	0	0	0	0	3	80	0	0	0	0	0	0	0	0	0	0	71	34	0	0	0	0	0	1
fsh-generated/resources/Bundle-004-Cefuroxime-MIP-1500mg-EE-FullProduct.json	18621	8	0	0	0	0	0	0	2	98	0	0	0	0	0	0	0	1	0	0	76	28	0	0	0	0	0	0
fsh-generated/resources/Bundle-005-CanifugCremolum-EE-FullProduct.json	20179	11	0	0	0	0	0	0	3	102	0	0	0	0	0	0	0	0	0	0	84	30	0	0	0	0	0	0
fsh-generated/resources/Bundle-006-Yaz-002mg3mg-tablet-SE-FullProduct.json	26355	6	1	0	0	0	0	0	3	106	0	0	0	0	0	0	0	0	0	0	104	35	0	0	0	0	0	0
fsh-generated/resources/Bundle-007-Jangee-002mg-3mg-Film-coated-tablet-EE-FullProduct.json	19464	7	0	0	0	0	0	0	3	85	0	0	0	0	0	0	0	0	0	0	76	27	0	0	0	0	0	0
fsh-generated/resources/Bundle-008-Jangee-003mg-3mg-Film-coated-tablet-EE-FullProduct.json	19788	6	0	0	0	0	0	0	3	88	0	0	0	0	0	0	0	0	0	0	79	28	0	0	0	0	0	0
fsh-generated/resources/Bundle-009-Paracetamol-Kabi10mg-1ml-EE-FullProduct.json	24897	8	0	0	0	0	0	0	3	110	0	0	0	0	0	0	0	0	0	0	101	32	0	0	0	0	0	0
fsh-generated/resources/Bundle-010-Clexane-60mg-06ml-EE-FullProduct.json	14882	9	0	0	0	0	0	0	2	73	0	0	0	0	0	0	0	0	0	0	62	23	0	0	0	0	0	0
fsh-generated/resources/Bundle-011-Betaklav500-125-EE-FullProduct.json	26453	7	0	0	0	0	0	0	4	119	0	0	0	0	0	0	0	0	0	0	101	36	0	0	0	0	0	1
fsh-generated/resources/Bundle-012-Panodil-500mg-SolutionInSachet-SE-FullProduct.json	15163	5	0	0	0	0	0	0	2	62	0	0	0	0	0	0	0	0	0	0	66	23	0	0	0	0	0	0
fsh-generated/resources/Bundle-013-LantusSolostar-EE-FullProduct.json	14693	5	0	0	0	0	0	0	2	43	0	0	0	0	0	0	0	0	0	0	61	22	0	0	0	0	0	0
fsh-generated/resources/Bundle-014-CanestenKombi-FI-FullProduct.json	19962	7	0	0	0	0	0	0	2	63	0	0	0	0	0	0	0	0	0	0	84	32	0	0	0	0	0	0
fsh-generated/resources/Bundle-015-CopaliaHCT-EE-FullProduct.json	24843	7	0	0	0	0	0	0	3	74	0	0	0	0	0	0	0	0	0	0	95	39	0	0	0	0	0	0
fsh-generated/resources/Bundle-016-Lodipin-10mg-Capsule-GR-FullProduct.json	20909	6	0	0	0	0	0	0	4	74	0	0	0	0	0	0	0	1	0	0	86	34	0	0	0	0	0	1
fsh-generated/resources/Bundle-AMLHipres-10mg-Tablet-EE-FullProduct.json	20438	7	0	0	0	0	0	0	2	52	0	0	0	0	0	0	0	0	0	0	78	28	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLHipres-5mg-Tablet-EE-FullProduct.json	20409	6	0	0	0	0	0	0	1	51	0	0	0	0	0	0	0	0	0	0	81	73	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLaccord-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	20319	6	0	0	0	0	0	0	2	49	0	0	0	0	0	0	0	0	0	0	80	25	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLaccord-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	24626	7	0	0	0	0	0	0	1	60	0	0	0	0	0	0	0	0	0	0	93	29	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLaurobindo-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	16942	5	0	0	0	0	0	0	1	43	0	0	0	0	0	0	0	0	0	0	70	21	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLbluefish-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	16796	6	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	67	22	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLbluefish-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	21119	6	0	0	1	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	82	26	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLjubilant-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	16622	6	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	68	22	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLjubilant-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	16463	5	0	0	0	0	0	0	1	43	0	0	0	0	0	0	0	0	0	0	67	21	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLkrka-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	21143	6	1	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	81	25	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLkrka-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	21173	6	0	0	0	0	0	0	1	53	0	0	0	0	0	0	0	0	0	0	83	26	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLmedvalley-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	20590	5	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	82	24	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLmedvalley-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	20563	6	0	0	0	0	0	0	1	48	0	0	0	0	0	0	0	1	0	0	80	25	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLsandoz-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	23396	7	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	93	26	0	0	0	0	0	0
