Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.unicom.json	63176	-	0	0	0	0	0	0	26	276	0	0	0	0	0	0	0	2	0	0	388	467	0	0	0	11	0	2
fsh-generated/resources/AdministrableProductDefinition-Agen-5mg-Tablet-EE-APD.json	1122	12	1	0	0	1	0	0	0	144	0	0	0	0	0	0	0	0	0	0	23	21	0	0	0	0	0	0
fsh-generated/resources/AdministrableProductDefinition-CanifugCremolum-100mg-Pessary-EE-APD.json	1155	7	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	18	10	0	0	0	0	0	0
fsh-generated/resources/AdministrableProductDefinition-CanifugCremolum-10mg1g-Cream-EE-APD.json	1150	7	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	19	9	0	0	0	0	0	0
fsh-generated/resources/AdministrableProductDefinition-Cefuroxime-MIP-1500mg-EE-APD.json	1172	8	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	19	11	0	0	0	0	0	0
fsh-generated/resources/Bundle-001-Agen5mg-EE-FullProduct.json	19622	70	0	0	0	0	0	0	1	219	0	0	0	0	0	0	0	1	0	0	117	64	0	0	0	0	0	0
fsh-generated/resources/Bundle-002-Agen10mg-EE-FullProduct.json	19731	56	0	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	121	58	0	0	0	0	0	0
fsh-generated/resources/Bundle-003-CefuroximStragen-1-5g-Powder-SE-FullProduct.json	17056	42	0	0	0	0	0	0	1	86	0	0	0	0	0	0	0	0	0	0	97	72	0	0	0	0	0	0
fsh-generated/resources/Bundle-004-Cefuroxime-MIP-1500mg-EE-FullProduct.json	18621	59	1	0	0	0	0	0	1	66	0	0	0	0	0	0	0	0	0	0	99	51	0	0	0	0	0	1
fsh-generated/resources/Bundle-005-CanifugCremolum-EE-FullProduct.json	20179	57	0	0	0	0	0	0	1	71	0	0	0	0	0	0	0	1	0	0	113	49	0	0	0	0	0	0
fsh-generated/resources/Bundle-006-Yaz-002mg3mg-tablet-SE-FullProduct.json	26355	67	0	0	0	0	0	0	2	94	0	0	0	0	0	0	0	0	0	0	137	64	0	0	0	0	0	0
fsh-generated/resources/Bundle-007-Jangee-002mg-3mg-Film-coated-tablet-EE-FullProduct.json	20002	50	0	0	0	0	0	0	1	63	0	0	0	0	0	0	0	0	0	0	99	47	0	0	0	0	0	0
fsh-generated/resources/Bundle-008-Jangee-003mg-3mg-Film-coated-tablet-EE-FullProduct.json	20326	52	0	0	0	0	0	0	1	41	0	0	0	0	0	0	0	0	0	0	105	47	0	0	0	0	0	1
fsh-generated/resources/Bundle-009-Paracetamol-Kabi10mg-1ml-EE-FullProduct.json	24897	61	0	0	0	0	0	0	2	44	0	0	0	0	0	0	0	1	0	0	134	52	0	0	0	0	0	0
fsh-generated/resources/Bundle-010-Clexane-60mg-06ml-EE-FullProduct.json	14882	42	0	0	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	82	38	0	0	0	0	0	3
fsh-generated/resources/Bundle-011-Betaklav500-125-EE-FullProduct.json	26453	69	0	0	0	0	0	0	1	44	0	0	0	0	0	0	0	0	0	0	133	63	0	0	0	0	0	0
fsh-generated/resources/Bundle-012-Panodil-500mg-SolutionInSachet-SE-FullProduct.json	15163	46	1	0	0	0	0	0	1	28	0	0	0	0	0	0	0	0	0	0	85	43	0	0	0	0	0	0
fsh-generated/resources/Bundle-013-LantusSolostar-EE-FullProduct.json	14693	74	0	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	77	42	0	0	0	0	0	0
fsh-generated/resources/Bundle-014-CanestenKombi-FI-FullProduct.json	19962	58	0	0	0	0	0	0	1	36	0	0	0	0	0	0	0	1	0	0	112	46	0	0	0	0	0	0
fsh-generated/resources/Bundle-015-CopaliaHCT-EE-FullProduct.json	24843	74	0	0	0	0	0	0	2	44	0	0	0	0	0	0	0	0	0	0	123	60	0	0	0	0	0	0
fsh-generated/resources/Bundle-016-Lodipin-10mg-Capsule-GR-FullProduct.json	20909	56	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	0	0	99	48	0	0	0	0	0	1
fsh-generated/resources/Bundle-AMLHipres-10mg-Tablet-EE-FullProduct.json	20438	57	0	0	0	0	0	0	1	53	0	0	0	0	0	0	0	0	0	0	94	48	1	0	0	0	0	0
fsh-generated/resources/Bundle-AMLHipres-5mg-Tablet-EE-FullProduct.json	20409	55	0	0	0	0	0	0	2	35	0	0	0	0	0	0	0	0	0	0	106	46	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLaccord-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	20319	53	0	0	0	0	0	0	1	32	0	0	0	0	0	0	0	0	0	0	100	49	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLaccord-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	24626	61	0	0	0	0	0	0	1	72	0	0	0	0	0	0	0	1	0	0	114	57	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLaurobindo-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	16942	47	0	0	0	0	0	0	1	35	0	0	0	0	0	0	0	0	0	0	88	49	0	0	1	0	0	0
fsh-generated/resources/Bundle-AMLbluefish-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	16796	46	1	0	0	0	0	0	2	29	0	0	0	0	0	0	0	0	0	0	87	40	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLbluefish-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	21119	71	0	0	0	0	0	0	1	113	0	0	0	0	0	0	0	0	0	0	107	49	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLjubilant-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	16622	46	0	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	93	42	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLjubilant-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	16463	43	0	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	91	41	0	0	0	0	0	1
fsh-generated/resources/Bundle-AMLkrka-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	21143	52	0	0	0	0	0	0	2	52	0	0	0	0	0	0	0	1	0	0	112	48	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLkrka-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	21173	51	0	0	0	0	0	0	1	46	0	0	0	0	0	0	0	0	0	0	107	51	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLmedvalley-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	20590	65	0	0	0	0	0	0	2	63	0	0	0	0	0	0	0	0	0	0	119	47	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLmedvalley-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	20563	57	0	0	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0	113	50	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLsandoz-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	23396	59	0	0	0	0	0	0	1	40	0	0	0	0	0	0	0	0	0	0	117	53	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLsandoz-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	23305	60	0	0	0	0	0	0	2	45	0	0	0	0	0	0	0	1	0	0	116	52	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLteva-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	20279	49	1	0	0	0	0	0	1	34	0	0	0	0	0	0	0	0	0	0	97	47	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLteva-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	20250	52	0	0	0	0	0	0	1	36	0	0	0	0	0	0	0	0	0	0	99	51	0	0	0	0	0	1
fsh-generated/resources/Bundle-AMLvitabalans-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	21096	54	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	102	51	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLvitabalans-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	21125	56	0	0	0	0	0	0	2	36	0	0	0	0	0	0	0	0	0	0	106	63	0	0	0	0	0	0
fsh-generated/resources/Bundle-Amlodistad-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	21715	56	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	1	0	0	103	71	0	0	0	0	0	0
fsh-generated/resources/Bundle-Amlodistad-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	21627	57	0	0	0	0	0	0	1	30	0	0	0	0	0	0	0	0	0	0	102	46	0	0	0	0	0	0
