Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.eu.fhir.unicom.json	63952	-	0	0	0	0	0	0	6	203	0	0	0	0	0	0	0	2	0	0	307	303	0	0	0	7	0	1
fsh-generated/resources/AdministrableProductDefinition-Agen-5mg-Tablet-EE-APD.json	1122	7	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	11	9	0	0	0	0	0	0
fsh-generated/resources/AdministrableProductDefinition-CanifugCremolum-100mg-Pessary-EE-APD.json	1155	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0
fsh-generated/resources/AdministrableProductDefinition-CanifugCremolum-10mg1g-Cream-EE-APD.json	1150	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0
fsh-generated/resources/AdministrableProductDefinition-Cefuroxime-MIP-1500mg-EE-APD.json	1172	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0
fsh-generated/resources/Bundle-001-Agen5mg-EE-FullProduct.json	19622	35	1	0	0	0	0	0	1	333	0	0	0	0	0	0	0	0	0	0	86	49	0	0	0	0	0	0
fsh-generated/resources/Bundle-002-Agen10mg-EE-FullProduct.json	19731	21	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	82	37	0	0	0	0	0	0
fsh-generated/resources/Bundle-003-CefuroximStragen-1-5g-Powder-SE-FullProduct.json	17056	20	0	0	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0	75	32	0	0	0	0	0	0
fsh-generated/resources/Bundle-004-Cefuroxime-MIP-1500mg-EE-FullProduct.json	18621	28	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	79	35	0	0	0	0	0	0
fsh-generated/resources/Bundle-005-CanifugCremolum-EE-FullProduct.json	20179	22	0	0	0	0	0	0	1	52	0	0	0	0	0	0	0	0	0	0	97	45	0	0	0	0	0	0
fsh-generated/resources/Bundle-006-Yaz-002mg3mg-tablet-SE-FullProduct.json	26355	24	0	0	0	0	0	0	1	53	0	0	0	0	0	0	0	1	0	0	125	57	0	0	0	0	0	0
fsh-generated/resources/Bundle-007-Jangee-002mg-3mg-Film-coated-tablet-EE-FullProduct.json	20002	19	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	87	43	0	0	0	0	0	0
fsh-generated/resources/Bundle-008-Jangee-003mg-3mg-Film-coated-tablet-EE-FullProduct.json	20326	19	0	0	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	112	44	0	0	0	0	0	0
fsh-generated/resources/Bundle-009-Paracetamol-Kabi10mg-1ml-EE-FullProduct.json	24897	23	0	0	0	0	0	0	1	39	0	0	0	0	0	0	0	0	0	0	114	55	0	0	0	0	0	0
fsh-generated/resources/Bundle-010-Clexane-60mg-06ml-EE-FullProduct.json	14882	15	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	71	38	0	0	0	0	0	1
fsh-generated/resources/Bundle-011-Betaklav500-125-EE-FullProduct.json	26453	26	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	0	107	105	0	0	0	0	0	0
fsh-generated/resources/Bundle-012-Panodil-500mg-SolutionInSachet-SE-FullProduct.json	15163	15	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	69	38	0	0	0	0	0	0
fsh-generated/resources/Bundle-013-LantusSolostar-EE-FullProduct.json	14693	15	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	64	34	0	0	0	0	0	0
fsh-generated/resources/Bundle-014-CanestenKombi-FI-FullProduct.json	19962	20	0	0	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	90	47	0	0	0	0	0	0
fsh-generated/resources/Bundle-015-CopaliaHCT-EE-FullProduct.json	24843	26	0	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	102	55	0	0	0	0	0	1
fsh-generated/resources/Bundle-016-Lodipin-10mg-Capsule-GR-FullProduct.json	20909	23	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	85	44	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLHipres-10mg-Tablet-EE-FullProduct.json	20438	20	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	83	45	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLHipres-5mg-Tablet-EE-FullProduct.json	20409	20	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1	0	0	82	44	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLaccord-10mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	20319	19	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	85	43	0	0	0	0	0	0
fsh-generated/resources/Bundle-AMLaccord-5mg-Tablet-SE-IS-MedicinalProductDefinition-BBDL.json	24626	23	1	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	99	50	0	0	0	0	0	0
