"AdministrableProductDefinition.formOf","AdministrableProductDefinition.formOf","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/TransitionMedicinalProductDefinition]]}
","Reference to the Medicinal Product","References a product from which one or more of the constituent parts of that product can be prepared and used as described by this administrable product.  If this administrable product describes the administration of a crushed tablet, the 'formOf' would be the product representing a distribution containing tablets and possibly also a cream.  This is distinct from the 'producedFrom' which refers to the specific components of the product that are used in this preparation, rather than the product as a whole.","","","","","","","","","",,,,,"",,,,"AdministrableProductDefinition.formOf",0,*,"apd-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","(link to Medicinal Product)"
"AdministrableProductDefinition.administrableDoseForm","AdministrableProductDefinition.administrableDoseForm","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Dose form of the administrable product (after preparing for administration)","EMA IG 6.2","","","","","","","","","",,"example","Dose form for a medication, in the form suitable for administering to the patient, after mixing, where necessary.","http://hl7.org/fhir/ValueSet/administrable-dose-form","",,,,"AdministrableProductDefinition.administrableDoseForm",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Pharmaceutical Product.Administrable Dose Form"
"AdministrableProductDefinition.unitOfPresentation","AdministrableProductDefinition.unitOfPresentation","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Unit of presentation of the administrable product (after preparing for administration). Not applicable for certain products/packaging.","EMA IG 6.3","","","","","","","","","",,"example","The presentation type in which an administrable medicinal product is given to a patient.","http://hl7.org/fhir/ValueSet/unit-of-presentation","",,,,"AdministrableProductDefinition.unitOfPresentation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Pharmaceutical Product.Unit of Presentation"
"AdministrableProductDefinition.producedFrom","AdministrableProductDefinition.producedFrom","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://unicom-project.eu/fhir/StructureDefinition/TransitionManufacturedItemDefinition]]}
","References to manufactured items that are used in the preparation of this administrable product","Indicates the specific manufactured items that are part of the 'formOf' product that are used in the preparation of this specific administrable form.  In some cases, an administrable form might use all of the items from the overall product (or there might only be one item), while in other cases, an administrable form might use only a subset of the items available in the overall product.  For example, an administrable form might involve combining a liquid and a powder available as part of an overall product, but not involve applying the also supplied cream.","","","","","","","","","",,,,,"",,,,"AdministrableProductDefinition.producedFrom",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a (this is the link from Pharmaceutical Product to the Manufactured Item(s))"
"AdministrableProductDefinition.ingredient","AdministrableProductDefinition.ingredient","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","The ingredients of this administrable medicinal product. This is only needed if the ingredients are not specified either using ManufacturedItemDefiniton, or using by incoming references from the Ingredient resource","The ingredients of this administrable medicinal product. This is only needed if the ingredients are not specified either using ManufacturedItemDefiniton (via AdministrableProductDefinition.producedFrom) to state which component items are used to make this, or using by incoming references from the Ingredient resource, to state in detail which substances exist within this. This element allows a basic coded ingredient to be used.","","","","","","","","","",,"example","This value set includes all substance codes from SNOMED CT - provided as an exemplar value set.","http://hl7.org/fhir/ValueSet/substance-codes","",,,,"AdministrableProductDefinition.ingredient",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Pharmaceutical Product.Ingredient (see also FHIR Ingredient resource)"
"AdministrableProductDefinition.device","AdministrableProductDefinition.device","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DeviceDefinition]]}
","A device that is integral to the medicinal product, in effect being considered as an ""ingredient"" of the medicinal product","A device that is integral to the medicinal product, in effect being considered as an ""ingredient"" of the medicinal product. This is not intended for devices that are just co-packaged.","","","","","","","","","",,,,,"",,,,"AdministrableProductDefinition.device",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Pharmaceutical Product.Device"
"AdministrableProductDefinition.description","AdministrableProductDefinition.description","","","",0,1,"","","","markdown {[]} {[]}
","A general description of the product, when in its final form, suitable for administration e.g. effervescent blue liquid, to be swallowed","A general description of the product, when in its final form, suitable for administration e.g. effervescent blue liquid, to be swallowed. Intended to be used when the other structured properties of this resource are insufficient or cannot be supported. It is not intended to duplicate information already carried elswehere.","","","","","","","","","",,,,,"",,,,"AdministrableProductDefinition.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"AdministrableProductDefinition.property","AdministrableProductDefinition.property","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","Characteristics e.g. a product's onset of action","Characteristics e.g. a product's onset of action.","","","","","","","","","",,,,,"",,,,"AdministrableProductDefinition.property",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Pharmaceutical Product Characteristics"
"AdministrableProductDefinition.property.id","AdministrableProductDefinition.property.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"AdministrableProductDefinition.property.extension","AdministrableProductDefinition.property.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"AdministrableProductDefinition.property.modifierExtension","AdministrableProductDefinition.property.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"AdministrableProductDefinition.property.type","AdministrableProductDefinition.property.type","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","A code expressing the type of characteristic","A code expressing the type of characteristic.","","","","","","","","","",,"example","This value set includes all observable entity codes from SNOMED CT - provided as an exemplar value set.","http://hl7.org/fhir/ValueSet/product-characteristic-codes","",,,,"AdministrableProductDefinition.property.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Pharmaceutical Product Characteristics.Code System (not a one to one map, the resource is more capable)"
"AdministrableProductDefinition.property.value[x]","AdministrableProductDefinition.property.value[x]","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
Quantity {[]} {[]}date {[]} {[]}boolean {[]} {[]}markdown {[]} {[]}Attachment {[]} {[]}Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Binary]]}","A value for the characteristic","A value for the characteristic.","","","","","","","","","",,,,,"",,,,"AdministrableProductDefinition.property.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Pharmaceutical Product Characteristics.Value (not a one to one map, the resource is more capable)"
"AdministrableProductDefinition.property.status","AdministrableProductDefinition.property.status","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","The status of characteristic e.g. assigned or pending","The status of characteristic e.g. assigned or pending.","","","","","","","","","",,"required","The lifecycle status of an artifact.","http://hl7.org/fhir/ValueSet/publication-status|5.0.0","",,,,"AdministrableProductDefinition.property.status",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Pharmaceutical Product Characteristics.Status"
"AdministrableProductDefinition.routeOfAdministration","AdministrableProductDefinition.routeOfAdministration","","","",1,*,"","","Y","BackboneElement {[]} {[]}
","The path by which the product is taken into or makes contact with the body","EMA IG 6.6","","","","","","","","","",,,,,"",,,,"AdministrableProductDefinition.routeOfAdministration",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Pharmaceutical Product.Route of Administration"
"AdministrableProductDefinition.routeOfAdministration.id","AdministrableProductDefinition.routeOfAdministration.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"AdministrableProductDefinition.routeOfAdministration.extension","AdministrableProductDefinition.routeOfAdministration.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"AdministrableProductDefinition.routeOfAdministration.modifierExtension","AdministrableProductDefinition.routeOfAdministration.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"AdministrableProductDefinition.routeOfAdministration.code","AdministrableProductDefinition.routeOfAdministration.code","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","Coded expression for the route","Coded expression for the route.","","","","","","","","","",,"example","A code specifying the route or physiological path of administration of a therapeutic agent into or onto a patient's body.","http://hl7.org/fhir/ValueSet/route-codes","",,,,"AdministrableProductDefinition.routeOfAdministration.code",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Route of Administration.Route of Administration"
"AdministrableProductDefinition.routeOfAdministration.firstDose","AdministrableProductDefinition.routeOfAdministration.firstDose","","","",0,1,"","","Y","Quantity {[]} {[]}
","The first dose (dose quantity) administered can be specified for the product","The first dose (dose quantity) administered can be specified for the product, using a numerical value and its unit of measurement.","","","","","","","","","",,,,,"",,,,"AdministrableProductDefinition.routeOfAdministration.firstDose",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Dosing and Route of Administration.First dose in humans (Investigational Medicinal Product)"
"AdministrableProductDefinition.routeOfAdministration.maxSingleDose","AdministrableProductDefinition.routeOfAdministration.maxSingleDose","","","",0,1,"","","Y","Quantity {[]} {[]}
","The maximum single dose that can be administered","The maximum single dose that can be administered, specified using a numerical value and its unit of measurement.","","","","","","","","","",,,,,"",,,,"AdministrableProductDefinition.routeOfAdministration.maxSingleDose",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Dosing and Route of Administration.Maximum single dose (Investigational Medicinal Product)"
"AdministrableProductDefinition.routeOfAdministration.maxDosePerDay","AdministrableProductDefinition.routeOfAdministration.maxDosePerDay","","","",0,1,"","","Y","Quantity {[]} {[]}
","The maximum dose quantity to be administered in any one 24-h period","The maximum dose per day (maximum dose quantity to be administered in any one 24-h period) that can be administered.","","","","","","","","","",,,,,"",,,,"AdministrableProductDefinition.routeOfAdministration.maxDosePerDay",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Dosing and Route of Administration.Maximum dose per day (Investigational Medicinal Product)"
"AdministrableProductDefinition.routeOfAdministration.maxDosePerTreatmentPeriod","AdministrableProductDefinition.routeOfAdministration.maxDosePerTreatmentPeriod","","","",0,1,"","","Y","Ratio {[]} {[]}
","The maximum dose per treatment period that can be administered","The maximum dose per treatment period that can be administered.","","","","","","","","","",,,,,"",,,,"AdministrableProductDefinition.routeOfAdministration.maxDosePerTreatmentPeriod",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Dosing and Route of Administration.Maximum dose per treatment period (Investigational Medicinal Product)"
"AdministrableProductDefinition.routeOfAdministration.maxTreatmentPeriod","AdministrableProductDefinition.routeOfAdministration.maxTreatmentPeriod","","","",0,1,"","","Y","Duration {[]} {[]}
","The maximum treatment period during which the product can be administered","The maximum treatment period during which the product can be administered.","","","","","","","","","",,,,,"",,,,"AdministrableProductDefinition.routeOfAdministration.maxTreatmentPeriod",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Dosing and Route of Administration.Maximum treatment period (Investigational Medicinal Product)"
"AdministrableProductDefinition.routeOfAdministration.targetSpecies","AdministrableProductDefinition.routeOfAdministration.targetSpecies","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","A species for which this route applies","A species for which this route applies.","","","","","","","","","",,,,,"",,,,"AdministrableProductDefinition.routeOfAdministration.targetSpecies",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"AdministrableProductDefinition.routeOfAdministration.targetSpecies.id","AdministrableProductDefinition.routeOfAdministration.targetSpecies.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"AdministrableProductDefinition.routeOfAdministration.targetSpecies.extension","AdministrableProductDefinition.routeOfAdministration.targetSpecies.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"AdministrableProductDefinition.routeOfAdministration.targetSpecies.modifierExtension","AdministrableProductDefinition.routeOfAdministration.targetSpecies.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"AdministrableProductDefinition.routeOfAdministration.targetSpecies.code","AdministrableProductDefinition.routeOfAdministration.targetSpecies.code","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","Coded expression for the species","Coded expression for the species.","","","","","","","","","",,"example","A tissue type of an animal.","http://hl7.org/fhir/ValueSet/target-species","",,,,"AdministrableProductDefinition.routeOfAdministration.targetSpecies.code",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"AdministrableProductDefinition.routeOfAdministration.targetSpecies.withdrawalPeriod","AdministrableProductDefinition.routeOfAdministration.targetSpecies.withdrawalPeriod","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","A species specific time during which consumption of animal product is not appropriate","A species specific time during which consumption of animal product is not appropriate.","","","","","","","","","",,,,,"",,,,"AdministrableProductDefinition.routeOfAdministration.targetSpecies.withdrawalPeriod",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"AdministrableProductDefinition.routeOfAdministration.targetSpecies.withdrawalPeriod.id","AdministrableProductDefinition.routeOfAdministration.targetSpecies.withdrawalPeriod.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"AdministrableProductDefinition.routeOfAdministration.targetSpecies.withdrawalPeriod.extension","AdministrableProductDefinition.routeOfAdministration.targetSpecies.withdrawalPeriod.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
